nb_repet;gallery_size;nb_probes;im_per_pers;db_test;model name;thresh;distance metric;Nb_inst_probes;With_synthet;nb_correct_vote;nb_correct_dist;EER;ComputationTime
6;20;5;8;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;0.3333333333333333;0.3333333333333333;;82.80562686920166
6;20;5;8;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;0.8333333333333334;0.6666666666666666;;86.05937504768372
6;20;5;8;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;0.5;1.0;;85.39859199523926
6;20;5;9;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.3333333333333335;1.8333333333333333;;280.5798318386078
6;20;5;9;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.0;1.3333333333333333;;273.97239089012146
6;20;5;9;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.8333333333333333;2.3333333333333335;;271.73335337638855
6;20;5;9;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.3333333333333335;2.6666666666666665;;271.9689350128174
6;20;5;9;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.3333333333333335;2.3333333333333335;;826.8290500640869
6;20;5;9;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.1666666666666667;1.5;;461.9225881099701
6;20;5;9;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.1666666666666667;1.1666666666666667;;296.57690477371216
6;20;5;9;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.0;1.6666666666666667;;416.9411962032318
6;20;5;9;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.3333333333333333;1.3333333333333333;;337.2432749271393
6;20;5;9;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.6666666666666667;1.1666666666666667;;414.58158588409424
6;20;5;9;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;0.8333333333333334;0.6666666666666666;;307.39596676826477
6;20;5;9;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.0;2.0;;297.57985520362854
6;20;5;9;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.0;2.1666666666666665;;329.9638772010803
6;20;5;9;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;0.6666666666666666;0.6666666666666666;;319.3137381076813
6;20;5;9;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.1666666666666667;1.5;;288.00637221336365
6;20;5;9;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;0.5;1.0;;80.31009888648987
6;20;5;9;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;0.8333333333333334;2.5;;80.18355822563171
6;20;5;9;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.5;2.6666666666666665;;1196.9317920207977
6;20;5;9;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.1666666666666665;2.3333333333333335;;1198.3829679489136
6;20;5;9;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.1666666666666667;1.0;;638.5536127090454
6;20;5;9;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;0.6666666666666666;1.0;;1199.590502023697
6;20;5;9;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.0;1.0;;638.719456911087
6;20;5;9;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.0;1.3333333333333333;;1200.1635029315948
6;20;5;9;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;0.6666666666666666;0.5;;1199.9035437107086
6;20;5;9;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;0.8333333333333334;1.1666666666666667;;640.8444459438324
6;20;5;10;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.1666666666666665;3.0;;3627.2823989391327
6;20;5;10;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.3333333333333335;2.1666666666666665;;3064.9126319885254
6;20;5;10;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;2.0;2.3333333333333335;;3620.5802040100098
6;20;5;10;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.1666666666666665;2.5;;3065.5473070144653
6;20;5;10;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.3333333333333335;2.6666666666666665;;3057.6116211414337
6;20;5;10;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.5;0.5;;3089.5428342819214
6;20;5;10;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.0;0.6666666666666666;;289.97089409828186
6;20;5;10;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.5;1.3333333333333333;;430.28473806381226
6;20;5;10;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;0.6666666666666666;0.6666666666666666;;289.6512749195099
6;20;5;10;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.3333333333333335;1.6666666666666667;;330.6349718570709
6;20;5;10;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;0.6666666666666666;2.1666666666666665;;293.7996151447296
6;20;5;10;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;0.8333333333333334;1.0;;299.5278170108795
6;20;5;10;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;0.6666666666666666;1.8333333333333333;;304.4575159549713
6;20;5;10;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.0;1.3333333333333333;;281.4132010936737
6;20;5;10;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.0;2.6666666666666665;;291.18577122688293
6;20;5;10;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;0.8333333333333334;1.6666666666666667;;80.99365019798279
6;20;5;10;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.6666666666666667;2.6666666666666665;;86.51626396179199
6;20;5;10;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.1666666666666667;3.0;;86.98249506950378
6;20;5;10;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.5;2.5;;83.15697312355042
6;20;5;10;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.3333333333333333;1.5;;83.43033504486084
6;20;5;10;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;0.8333333333333334;0.6666666666666666;;84.76086711883545
6;20;5;10;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;0.6666666666666666;0.8333333333333334;;83.75953984260559
6;20;5;10;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.5;1.3333333333333333;;85.58664798736572
6;20;5;10;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.0;0.5;;95.436692237854
6;20;5;10;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;0.5;1.1666666666666667;;92.99029493331909
6;20;10;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;5.333333333333333;5.166666666666667;;307.22849774360657
6;20;10;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;4.333333333333333;5.0;;295.1593999862671
6;20;10;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.3333333333333335;6.333333333333333;;421.2861921787262
6;20;10;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.3333333333333335;4.0;;319.86447405815125
6;20;10;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;3.5;3.5;;293.1016688346863
6;20;10;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;3.3333333333333335;4.5;;517.5196731090546
6;20;10;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.8333333333333335;2.5;;450.4596152305603
6;20;10;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.5;3.1666666666666665;;435.2091209888458
6;20;10;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.8333333333333333;2.5;;350.4839758872986
6;20;10;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;3.0;1.6666666666666667;;277.11933183670044
6;20;10;3;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.0;2.3333333333333335;;324.3741738796234
6;20;10;3;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.3333333333333333;2.3333333333333335;;361.67520213127136
6;20;10;3;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;2.3333333333333335;3.0;;317.38279819488525
6;20;10;3;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.6666666666666667;3.6666666666666665;;303.87042593955994
6;20;10;3;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.0;2.8333333333333335;;316.1636497974396
6;20;10;3;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;3.0;4.0;;84.50773406028748
6;20;10;3;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.0;4.5;;83.78290295600891
6;20;10;3;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.6666666666666667;2.1666666666666665;;90.13064503669739
6;20;10;3;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.6666666666666665;4.0;;88.7897322177887
6;20;10;3;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.1666666666666667;3.0;;84.76673078536987
6;20;10;3;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.1666666666666667;2.0;;90.30198884010315
6;20;10;3;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.3333333333333333;1.0;;82.23305797576904
6;20;10;3;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.8333333333333333;2.0;;85.50864171981812
6;20;10;3;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.8333333333333333;1.6666666666666667;;93.28705096244812
6;20;10;3;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.1666666666666667;1.5;;87.19981002807617
6;20;10;4;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;4.833333333333333;6.0;;302.41629791259766
6;20;10;4;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.6666666666666665;5.5;;296.52325916290283
6;20;10;4;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.5;5.0;;278.99058413505554
6;20;10;4;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;4.666666666666667;5.333333333333333;;279.62629675865173
6;20;10;4;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;3.8333333333333335;4.666666666666667;;284.1800482273102
6;20;10;4;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.6666666666666665;1.8333333333333333;;342.74413228034973
6;20;10;4;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;3.3333333333333335;2.0;;336.23520016670227
6;20;10;4;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.1666666666666665;2.8333333333333335;;361.1839528083801
6;20;10;4;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;3.1666666666666665;2.6666666666666665;;332.18874311447144
6;20;10;4;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.6666666666666667;1.5;;357.73559188842773
6;20;10;4;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.1666666666666665;1.8333333333333333;;1936.6700837612152
6;20;10;4;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;0.5;3.5;;288.50038719177246
6;20;10;4;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.6666666666666667;2.3333333333333335;;368.063524723053
6;20;10;4;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.1666666666666667;2.1666666666666665;;388.4149417877197
6;20;10;4;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.6666666666666667;3.6666666666666665;;344.26112508773804
6;20;10;4;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;3.0;3.0;;98.98393821716309
6;20;10;4;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.8333333333333333;3.1666666666666665;;85.51563596725464
6;20;10;4;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.3333333333333335;3.5;;84.285404920578
6;20;10;4;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.3333333333333335;4.166666666666667;;85.79485607147217
6;20;10;4;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.3333333333333335;4.5;;87.8324511051178
6;20;10;4;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.8333333333333333;2.6666666666666665;;87.23957705497742
6;20;10;4;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.8333333333333333;1.8333333333333333;;85.88513088226318
6;20;10;4;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;2.1666666666666665;1.6666666666666667;;89.02457785606384
6;20;10;4;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;2.0;1.5;;87.61308002471924
6;20;10;4;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.5;2.6666666666666665;;84.10379385948181
6;20;10;5;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.3333333333333335;3.0;;279.58539295196533
6;20;10;5;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;4.0;4.666666666666667;;293.21797013282776
6;20;10;5;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.1666666666666665;4.166666666666667;;297.17741894721985
6;20;10;5;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;4.666666666666667;6.0;;1026.3550999164581
6;20;10;5;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;3.1666666666666665;4.166666666666667;;283.59105587005615
6;20;5;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.6666666666666667;2.1666666666666665;;294.7326338291168
6;20;10;5;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;3.1666666666666665;2.1666666666666665;;385.0881199836731
6;20;5;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.3333333333333335;2.1666666666666665;;284.0210859775543
6;20;5;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;2.8333333333333335;2.5;;283.61972999572754
6;20;10;5;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.6666666666666665;1.1666666666666667;;328.81697392463684
6;20;5;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.8333333333333333;2.1666666666666665;;282.8547132015228
6;20;10;5;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.8333333333333335;4.0;;374.03800773620605
6;20;5;3;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.5;2.5;;288.5178909301758
6;20;10;5;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;3.6666666666666665;3.3333333333333335;;346.09668707847595
6;20;5;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.3333333333333333;1.0;;426.4199290275574
6;20;10;5;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;4.0;2.8333333333333335;;411.24111223220825
6;20;5;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.1666666666666667;0.6666666666666666;;301.6005210876465
6;20;10;5;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.0;3.0;;289.99631524086
6;20;5;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;0.8333333333333334;0.5;;400.77400279045105
6;20;10;5;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.3333333333333333;3.0;;306.06229615211487
6;20;10;5;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.5;3.5;;299.2787048816681
6;20;5;3;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.5;1.3333333333333333;;352.7294409275055
6;20;10;5;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.6666666666666667;4.5;;285.40619802474976
6;20;10;5;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.5;3.0;;281.0808050632477
6;20;10;5;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;3.1666666666666665;4.0;;85.76552176475525
6;20;10;5;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;3.8333333333333335;4.666666666666667;;83.97816014289856
6;20;10;5;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.5;4.5;;81.59835124015808
6;20;10;5;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;3.0;3.1666666666666665;;83.02926278114319
6;20;10;5;lfw;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;3.5;4.666666666666667;;82.47569823265076
6;20;10;5;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.8333333333333333;2.3333333333333335;;84.19762372970581
6;20;10;5;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.5;2.1666666666666665;;85.75184297561646
6;20;10;5;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.6666666666666667;1.5;;86.34345507621765
6;20;10;5;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.1666666666666667;2.0;;87.15475630760193
6;20;10;5;testdb;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.3333333333333335;1.1666666666666667;;88.67195296287537
6;20;10;6;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;3.6666666666666665;5.166666666666667;;287.4256157875061
6;20;10;6;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;3.6666666666666665;4.166666666666667;;286.7160611152649
6;20;10;6;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;3.1666666666666665;4.166666666666667;;287.1714870929718
6;20;10;6;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;4.333333333333333;5.5;;312.16656589508057
6;20;10;6;cfp;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;3.8333333333333335;4.833333333333333;;309.7154428958893
6;20;10;6;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;2.5;3.5;;449.3187839984894
6;20;10;6;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;2.8333333333333335;2.0;;339.87478494644165
6;20;10;6;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;2.8333333333333335;4.166666666666667;;377.2985529899597
6;20;10;6;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;3.0;2.3333333333333335;;345.4709002971649
6;20;10;6;gbrieven;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;2.5;3.5;;407.28760385513306
6;20;10;6;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;10;Manhattan;;;1.3333333333333333;3.1666666666666665;;324.4772598743439
6;20;10;6;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;8;Manhattan;;;1.0;2.8333333333333335;;305.9454679489136
6;20;10;6;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;6;Manhattan;;;1.5;2.8333333333333335;;323.91433095932007
6;20;10;6;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;4;Manhattan;;;1.3333333333333333;2.1666666666666665;;313.30787467956543
6;20;10;6;faceScrub;dsgbrievencfplfwfaceScrub_diff_100_32_triplet_loss_pretrainautoencoder.pt;3;Manhattan;;;1.5;3.3333333333333335;;303.8760230541229
